,Datetime,Tweet Id,original_text,id_x,id_y,name,place_type,full_name,country,bounding_box,centroid
1744,2022-07-09 22:20:06+00:00,1545895598653640706,"It's interesting to know that climate change affects our health in diverse ways ranging from increased Malaria, diarrhea, malnutrition and so on.

Even more, Climate change disrupts pharmaceutical care interventions as seen when high temperature degrades and alter drug efficacy",0180b3ce4727c856,0180b3ce4727c856,Delta,admin,"Delta, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[5.0200801, 5.010849], [5.0200801, 6.5020675], [6.7684611, 6.5020675], [6.7684611, 5.010849], [5.0200801, 5.010849]]]}","[5.491135134070946, 5.75648835]"
1739,2022-07-10 15:25:59+00:00,1546153768965869569,"Run am if e easy😏😏
Unfortunately, Malaria is doing its own atm🤧🤧 https://t.co/izIq7GwL14",01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
1735,2022-07-10 21:56:24+00:00,1546252021908623361,This malaria dey get me down 💔😪😖,01c46739344ba9f6,01c46739344ba9f6,Federal Capital Territory,admin,"Federal Capital Territory, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.7786135, 8.4504401], [6.7786135, 9.4345273], [7.7274781, 9.4345273], [7.7274781, 8.4504401], [6.7786135, 8.4504401]]]}","[7.186988802142225, 8.93077985]"
1734,2022-07-11 04:21:43+00:00,1546348990295408640,"Longest night for me, this malaria is hitting my hard 💔😪",01c46739344ba9f6,01c46739344ba9f6,Federal Capital Territory,admin,"Federal Capital Territory, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.7786135, 8.4504401], [6.7786135, 9.4345273], [7.7274781, 9.4345273], [7.7274781, 8.4504401], [6.7786135, 8.4504401]]]}","[7.186988802142225, 8.93077985]"
1733,2022-07-11 07:53:02+00:00,1546402169443721218,"You talking about crying,same thing your fan base have been doing since transfer start
And you all still can't make a good signings, imagine the queen of England first signing is Malaria😭😭😭.
Not even your team wey I no fit count players wey don reject una this transfer window. https://t.co/LHp9RcRCq9",00578fa8439c228a,00578fa8439c228a,Ogun,admin,"Ogun, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.6654364, 6.287653], [2.6654364, 7.9763149], [4.6189619, 7.9763149], [4.6189619, 6.287653], [2.6654364, 6.287653]]]}","[3.2799023538295007, 7.1323966500000004]"
1731,2022-07-11 09:54:48+00:00,1546432810755702784,"Woke up to take malaria drug and then I said ""lemme open my mail"". Lo and behold @hertechtrail had something hooge waiting for me.

I'm in!!! My #productdesign learning journey continues.
#hertechtrailacademy #womenintech #SD4G #SDG5 #uxdesign https://t.co/3MhJSBssgN",13e6b1588a946005,13e6b1588a946005,University of Ibadan,poi,University of Ibadan,Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.9015701774348046, 7.443511041362186], [3.9015701774348046, 7.443511041362186], [3.9015701774348046, 7.443511041362186], [3.9015701774348046, 7.443511041362186], [3.9015701774348046, 7.443511041362186]]]}","[3.9015701774348046, 7.443511041362186]"
1729,2022-07-11 15:57:18+00:00,1546524040524926976,"The only problem we sickle cell always has during raining season na crisis, no malaria no anything but you see this crisis ehn(bone pain &amp; joint pain) no dey play rara ehn god take control ooo since day before yesterday this backache no wan leave me",00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
1728,2022-07-11 18:51:55+00:00,1546567981425123328,"I’ve just added my name to help end HIV/AIDS, malaria &amp; tuberculosis &amp; save millions of lives. Will you join me? https://t.co/TC7TtfCCvH",01e272024ddb6128,01e272024ddb6128,Oshogbo,city,"Oshogbo, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[4.473474, 7.7240979], [4.473474, 7.8499733], [4.6143238, 7.8499733], [4.6143238, 7.7240979], [4.473474, 7.7240979]]]}","[4.543037027653439, 7.787027849999999]"
1727,2022-07-11 19:03:19+00:00,1546570853294415873,Down with Malaria? Or acute fever baby? 👀 https://t.co/kul13H8EQO,01c46739344ba9f6,01c46739344ba9f6,Federal Capital Territory,admin,"Federal Capital Territory, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.7786135, 8.4504401], [6.7786135, 9.4345273], [7.7274781, 9.4345273], [7.7274781, 8.4504401], [6.7786135, 8.4504401]]]}","[7.186988802142225, 8.93077985]"
1720,2022-07-12 18:05:46+00:00,1546918754264793094,He isn't in the race but you want his structures collapsed for your candidate. Malaria https://t.co/8BBEhbYGwh,00d299a64dc24041,00d299a64dc24041,Abia,admin,"Abia, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.1415877, 4.803997], [7.1415877, 6.0436769], [8.0065173, 6.0436769], [8.0065173, 4.803997], [7.1415877, 4.803997]]]}","[7.485751830617229, 5.4240546]"
1708,2022-07-13 07:15:34+00:00,1547117514890649605,"Imagine a scenario where you visited the PHC to get treated for malaria, only for you to leave with an infection because the PHC does not have a roof &amp; has been unkept for years. 

This is what the residents of Idon &amp; TV communities in Kaduna State face daily.

#FixPHCs #Ep4 1/2 https://t.co/vzhKFYom2N",01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
1706,2022-07-13 11:41:17+00:00,1547184385174241280,"PSN-YPG NATIONAL CONFERENCE DAY 1
Free BP checks,blood glucose tests, malaria tests, hepatitis B and C screening and vaccination,free medications, counselling and pharmaceutical care.

It was a huge success!
#pharmacy #pharmacists #publichealth #women #WomensRightsAreHumanRights https://t.co/jlgmWrRRp3",00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
1704,2022-07-13 13:50:08+00:00,1547216813590814720,Dear Genotype AA; how is Cold and Malaria treating you?? https://t.co/fJE9ABlP01,07d9cf65c1c86000,07d9cf65c1c86000,"High Court, Ibadan",poi,"High Court, Ibadan",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.8656619953324394, 7.361399752586149], [3.8656619953324394, 7.361399752586149], [3.8656619953324394, 7.361399752586149], [3.8656619953324394, 7.361399752586149], [3.8656619953324394, 7.361399752586149]]]}","[3.8656619953324394, 7.361399752586149]"
1703,2022-07-13 13:58:03+00:00,1547218804081557504,"Raising our voices against #malaria and delivering our message to world leaders at the #KigaliSummit as young advocates championing the fight against malaria in our respective fields. 
#Drawtheline 
#ZeroMalariaStartsWithMe https://t.co/1CAyFiWnia",012d63e97ff5a7b5,012d63e97ff5a7b5,Jos,city,"Jos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.8337107, 9.8581086], [8.8337107, 9.9674885], [8.9389277, 9.9674885], [8.9389277, 9.8581086], [8.8337107, 9.8581086]]]}","[8.90206789603855, 9.91277745]"
1700,2022-07-13 19:43:14+00:00,1547305673360293888,"Lemongrass goodness. Nature anti-malaria remedy and more.

#plantshealpeople #plantmedicine #healing #gaiafarmsherballifestyle #gaiafarmstea #gaiatastic #antimalaria #feelmorealive #fromthesource https://t.co/SV3OJRkSky",00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
1699,2022-07-13 19:47:36+00:00,1547306772255367168,Malaria just dey do hide and seek for my body...I ready for am....,01ca6d740243aa31,01ca6d740243aa31,Rivers,admin,"Rivers, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.351687, 4.3176116], [6.351687, 5.7275834], [7.5957889, 5.7275834], [7.5957889, 4.3176116], [6.351687, 4.3176116]]]}","[6.831420614697573, 5.022698350000001]"
1695,2022-07-13 23:04:57+00:00,1547356433980817410,Y cnt mosquitoes just suck the blood and keep the malaria to themselves??,011a942e0a0e8fb2,011a942e0a0e8fb2,Lagos,admin,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.7063037, 6.3703877], [2.7063037, 6.6985461], [4.350022, 6.6985461], [4.350022, 6.3703877], [2.7063037, 6.3703877]]]}","[3.711223629931398, 6.534464]"
1859,2022-07-14 13:46:18+00:00,1547578232983105539,Malaria wan hook my neck,01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
1857,2022-07-14 15:19:43+00:00,1547601742329573377,"After complaining about feverish feeling with catarrh, had two Covid and Malaria tests under 2weeks and both came out NEGATIVE. Man just need some rest. A quiet vacation won't be a bad idea🤌",01ed1f9a43bfb9bd,01ed1f9a43bfb9bd,Victoria Island,city,"Victoria Island, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.4023218, 6.3962643], [3.4023218, 6.4867971], [3.6013694, 6.4867971], [3.6013694, 6.3962643], [3.4023218, 6.3962643]]]}","[3.4678846385647675, 6.4415264]"
1856,2022-07-14 15:53:45+00:00,1547610310004973570,Malaria knocking on your front door🤧😅😂 https://t.co/G1ZjVHHKKW,0065f09a6666479e,0065f09a6666479e,Ibadan,city,"Ibadan, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.7770114, 7.2991429], [3.7770114, 7.5590064], [4.0335816, 7.5590064], [4.0335816, 7.2991429], [3.7770114, 7.2991429]]]}","[3.918892141653733, 7.42911945]"
1854,2022-07-14 20:40:18+00:00,1547682420350021632,"Malaria makes me feel like I’m about to die 
I go come Dey do things wey I no Dey do normally 😩",01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
1848,2022-07-15 12:10:09+00:00,1547916424512868354,"They said I have Malaria 😭😭😭😭😭, from where na?
So, went to the clinic, did some test and that came out. Said I need to start medication ASAP, asked them the amount ( 😂😂😂😂😂😂), they said, 3-4k with injection. Shey na me kill Mosquito father? 😂😂😂😂😂 https://t.co/JsPrutCJ14",012d63e97ff5a7b5,012d63e97ff5a7b5,Jos,city,"Jos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.8337107, 9.8581086], [8.8337107, 9.9674885], [8.9389277, 9.9674885], [8.9389277, 9.8581086], [8.8337107, 9.8581086]]]}","[8.90206789603855, 9.91277745]"
1847,2022-07-15 14:07:37+00:00,1547945987947171846,SAFIN Program Officer interacting with community members at Erin-Ile towards the realization of quality and improved healthcare delivery with focus on malaria services. A Global Fund Malaria Project with support of ACOMIN through CRS.@ACOMIN11 @CatholicRelief @GlobalFund https://t.co/DansZO6kOX,00c822476a63c75b,00c822476a63c75b,Kwara,admin,"Kwara, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.7286875, 7.9862746], [2.7286875, 10.1837937], [6.2165322, 10.1837937], [6.2165322, 7.9862746], [2.7286875, 7.9862746]]]}","[4.566899343669748, 9.08481905]"
1846,2022-07-15 16:30:21+00:00,1547981905596780544,"Forgive please, he has small malaria. That's why https://t.co/BKFxw7HwtG",01c46739344ba9f6,01c46739344ba9f6,Federal Capital Territory,admin,"Federal Capital Territory, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.7786135, 8.4504401], [6.7786135, 9.4345273], [7.7274781, 9.4345273], [7.7274781, 8.4504401], [6.7786135, 8.4504401]]]}","[7.186988802142225, 8.93077985]"
1839,2022-07-16 09:35:48+00:00,1548239972372606976,"I was at the mall yesterday evening to get my Malaria drugs and other stuff  While @ZenithBank choses to disgrace him papa. 
I tried the mobile app it wasn't going through, tried the ustd code same network issue. The only option was to drop all that I have picked and leave.",01c46739344ba9f6,01c46739344ba9f6,Federal Capital Territory,admin,"Federal Capital Territory, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.7786135, 8.4504401], [6.7786135, 9.4345273], [7.7274781, 9.4345273], [7.7274781, 8.4504401], [6.7786135, 8.4504401]]]}","[7.186988802142225, 8.93077985]"
1838,2022-07-16 10:48:39+00:00,1548258302705823744,"If you plan on living temporarily in or traveling to an area where malaria is common, talk to your health care provider about taking medications to prevent malaria. You will need to take the drugs before, during and after your stay.
Avoid mosquito bites too. https://t.co/4oCblsJBih",01aca86a155c9099,01aca86a155c9099,Enugu,city,"Enugu, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.4542209, 6.377634], [7.4542209, 6.5048626], [7.5868623, 6.5048626], [7.5868623, 6.377634], [7.4542209, 6.377634]]]}","[7.508423363869192, 6.44105505]"
1836,2022-07-16 12:50:36+00:00,1548288992231038979,Malaria and cough wan finish me 😭😭,01ed1f9a43bfb9bd,01ed1f9a43bfb9bd,Victoria Island,city,"Victoria Island, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.4023218, 6.3962643], [3.4023218, 6.4867971], [3.6013694, 6.4867971], [3.6013694, 6.3962643], [3.4023218, 6.3962643]]]}","[3.4678846385647675, 6.4415264]"
1835,2022-07-16 15:20:22+00:00,1548326683282878467,Also a patient of mine went in2 comma today cos her CATHOLIC PRIEST who has been violating her had d effrontery to come see her in d hospital. She was admitted 4 malaria treatment. She’s been telling her parents but no 1 believes her 😭. My head is full 😭😭 ~ SHOCK!!!,011a942e0a0e8fb2,011a942e0a0e8fb2,Lagos,admin,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.7063037, 6.3703877], [2.7063037, 6.6985461], [4.350022, 6.6985461], [4.350022, 6.3703877], [2.7063037, 6.3703877]]]}","[3.711223629931398, 6.534464]"
1834,2022-07-16 16:39:24+00:00,1548346574769491970,This malaria na very useless sickness walahi,01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
1833,2022-07-16 16:58:44+00:00,1548351437263908865,Now my voice don go 🥲. This malaria do me wetin no good o 😭,01ca6d740243aa31,01ca6d740243aa31,Rivers,admin,"Rivers, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.351687, 4.3176116], [6.351687, 5.7275834], [7.5957889, 5.7275834], [7.5957889, 4.3176116], [6.351687, 4.3176116]]]}","[6.831420614697573, 5.022698350000001]"
1826,2022-07-17 19:46:09+00:00,1548755956598804481,"Why would you video call someone you’re not acquainted to?
Ment or malaria?",00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
1821,2022-07-18 11:13:11+00:00,1548989253513871360,"Have you ever gone for a malaria test and the result showed ""Negative""?",0008cb6457ff0b55,0008cb6457ff0b55,Port Harcourt,city,"Port Harcourt, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.9380658, 4.7337699], [6.9380658, 4.9154902], [7.1244854, 4.9154902], [7.1244854, 4.7337699], [6.9380658, 4.7337699]]]}","[7.01751959342015, 4.82465265]"
1820,2022-07-18 17:50:32+00:00,1549089251782008833,Seasonal Malaria Chemoprevention https://t.co/tEtugXLkYB,01c9af003f7b7b28,01c9af003f7b7b28,Zango,city,"Zango, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.478302, 13.0465097], [8.478302, 13.0618982], [8.4918919, 13.0618982], [8.4918919, 13.0465097], [8.478302, 13.0465097]]]}","[8.485163720237562, 13.054197349999999]"
1819,2022-07-18 17:53:02+00:00,1549089879891533824,Small malaria fiam I've spent 5k in a town I'm posted to for Ogun teach and I've not collected any dime since May PDA thanks so much,00578fa8439c228a,00578fa8439c228a,Ogun,admin,"Ogun, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.6654364, 6.287653], [2.6654364, 7.9763149], [4.6189619, 7.9763149], [4.6189619, 6.287653], [2.6654364, 6.287653]]]}","[3.2799023538295007, 7.1323966500000004]"
1813,2022-07-19 08:08:50+00:00,1549305246803001348,Me 🤝 throat infection &amp; Malaria Parasite ++,01ed1f9a43bfb9bd,01ed1f9a43bfb9bd,Victoria Island,city,"Victoria Island, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.4023218, 6.3962643], [3.4023218, 6.4867971], [3.6013694, 6.4867971], [3.6013694, 6.3962643], [3.4023218, 6.3962643]]]}","[3.4678846385647675, 6.4415264]"
1812,2022-07-19 11:11:39+00:00,1549351257038544897,"You people did not explain to me very well that this is what it takes to be a man. 
Unu akowasiroru m ife a ofuma. Chai! 
Daddy, and all the male figures in my life—una no explain am well cha cha. 
Malaria. Hunger. House Rent. A brutal morning.
#AbujaTwitterCommunity 
#Abuja",01db60a906661616,01db60a906661616,Mpape,city,"Mpape, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.4794635, 9.1319227], [7.4794635, 9.1528148], [7.5030499, 9.1528148], [7.5030499, 9.1319227], [7.4794635, 9.1319227]]]}","[7.4958110665019335, 9.1423802]"
1805,2022-07-19 19:12:03+00:00,1549472152163958787,"Apart from Airtime,ice cream,pizza,shawarma,suya,which other female malaria drugs do you know😂😁",07d9cae779c88000,07d9cae779c88000,Bovina Hotel,poi,Bovina Hotel,Nigeria,"{'type': 'Polygon', 'coordinates': [[[4.5548948681904236, 8.474942268612804], [4.5548948681904236, 8.474942268612804], [4.5548948681904236, 8.474942268612804], [4.5548948681904236, 8.474942268612804], [4.5548948681904236, 8.474942268612804]]]}","[4.5548948681904236, 8.474942268612804]"
1802,2022-07-20 09:57:33+00:00,1549694995669696512,Malaria medication is the ghetto 😭,00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
1800,2022-07-20 11:52:04+00:00,1549723814749167617,Uncle @frankedoho said Doctor gave him Chloramphenicol for Malaria......GOD abeg. This Man ehn😅😂😂🤣🤣🤣 https://t.co/X4yrXoerlc,01b9b5ad6555130d,01b9b5ad6555130d,Ondo,admin,"Ondo, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[4.3721695, 5.8268757], [4.3721695, 7.7988504], [6.0498906, 7.7988504], [6.0498906, 5.8268757], [4.3721695, 5.8268757]]]}","[4.844942829749399, 6.8127994]"
1795,2022-07-20 14:33:19+00:00,1549764393772240896,Malaria is kicking my ass!,00228b7b2cc73b5f,00228b7b2cc73b5f,Akure,city,"Akure, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[5.1420579, 7.2029742], [5.1420579, 7.307944], [5.2320999, 7.307944], [5.2320999, 7.2029742], [5.1420579, 7.2029742]]]}","[5.182293017480571, 7.25544655]"
1792,2022-07-20 17:02:10+00:00,1549801854263066631,"The 2022 annual #Malaria prog review meeting to appraise national and state performance against #NSMP targets, look at the enablers/inhibitors, lessons learnt and best practices. @WHONigeria @NMEPNigeria @Fmohnigeria @GlobalFund https://t.co/FN4xrz1aQ7",00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
1790,2022-07-20 18:33:59+00:00,1549824959668797440,"Zodiac signs means nothing. One day your parents had unprotected s*x and you were born. The stars and the moon didn't align anything. You are rude,stupid or difficult not because you are a Libra, Gemini, cancer or Malaria. It's because you are an idiot who lacks home training.",01aca86a155c9099,01aca86a155c9099,Enugu,city,"Enugu, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.4542209, 6.377634], [7.4542209, 6.5048626], [7.5868623, 6.5048626], [7.5868623, 6.377634], [7.4542209, 6.377634]]]}","[7.508423363869192, 6.44105505]"
1785,2022-07-20 20:52:24+00:00,1549859794168733696,"I get really sick (Malaria) once a year. But you see that once, I go reach heaven’s gate con come back.",00228b7b2cc73b5f,00228b7b2cc73b5f,Akure,city,"Akure, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[5.1420579, 7.2029742], [5.1420579, 7.307944], [5.2320999, 7.307944], [5.2320999, 7.2029742], [5.1420579, 7.2029742]]]}","[5.182293017480571, 7.25544655]"
1956,2022-07-21 09:25:16+00:00,1550049258686095360,Malaria want to finish me. https://t.co/FpGVnUwrNO,00e55e2b4c491c5f,00e55e2b4c491c5f,Abuja,city,"Abuja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[7.3045544, 8.961887], [7.3045544, 9.1854407], [7.5436339, 9.1854407], [7.5436339, 8.961887], [7.3045544, 8.961887]]]}","[7.456676011172293, 9.0737594]"
1955,2022-07-21 09:36:15+00:00,1550052024808529920,"I love this
What I did exactly before taking medics 😂😂😂
No be small thing be Malaria, e go fit be pregnancy sef 😜😜😜😜 https://t.co/6mi6m1wHD4",012d63e97ff5a7b5,012d63e97ff5a7b5,Jos,city,"Jos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[8.8337107, 9.8581086], [8.8337107, 9.9674885], [8.9389277, 9.9674885], [8.9389277, 9.8581086], [8.8337107, 9.8581086]]]}","[8.90206789603855, 9.91277745]"
1953,2022-07-21 14:01:21+00:00,1550118737323257863,the malaria never wipe you well. https://t.co/fUzB6Th5uU,00817d75276a95cf,00817d75276a95cf,Lagos,city,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2131467, 6.4278856], [3.2131467, 6.5583389], [3.4640641, 6.5583389], [3.4640641, 6.4278856], [3.2131467, 6.4278856]]]}","[3.353965876125497, 6.49309225]"
1951,2022-07-21 14:18:53+00:00,1550123151689822208,"I would rather stay at a party that has malaria than to go to a party that has terminal stage cancer.

""Nyesom Wike"" https://t.co/teJFzTwYdL",01cbb7f86211fef3,01cbb7f86211fef3,Damaturu,city,"Damaturu, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[11.930547, 11.7201586], [11.930547, 11.7820384], [12.0167097, 11.7820384], [12.0167097, 11.7201586], [11.930547, 11.7201586]]]}","[11.967683306424012, 11.74928945]"
1950,2022-07-21 14:59:03+00:00,1550133256711856131,Which be malaria and which one be the ols https://t.co/LuvsDkwbZL,018b9512188b1fa8,018b9512188b1fa8,Bako,city,"Bako, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[6.2215341, 7.5150786], [6.2215341, 7.5758217], [6.2664782, 7.5758217], [6.2664782, 7.5150786], [6.2215341, 7.5150786]]]}","[6.237594878247286, 7.5457097]"
1947,2022-07-21 17:13:23+00:00,1550167065276944385,"Because your monthly income is 180k nigerian naira you want to be thinking of marrying another woman!
Yes sir! is it ment or malaria? because in this nigeria economy 🤷",00b1231d2214913c,00b1231d2214913c,Abeokuta,city,"Abeokuta, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.2713206, 7.0996682], [3.2713206, 7.209188], [3.4335622, 7.209188], [3.4335622, 7.0996682], [3.2713206, 7.0996682]]]}","[3.345904849051242, 7.15435055]"
1945,2022-07-21 17:58:47+00:00,1550178490422624258,"Bruh,malaria parasite and throat infection done show me shege since Monday 😩😭",01ed1f9a43bfb9bd,01ed1f9a43bfb9bd,Victoria Island,city,"Victoria Island, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.4023218, 6.3962643], [3.4023218, 6.4867971], [3.6013694, 6.4867971], [3.6013694, 6.3962643], [3.4023218, 6.3962643]]]}","[3.4678846385647675, 6.4415264]"
1944,2022-07-21 18:59:40+00:00,1550193811980156928,"Nothing I want more than the Malaria vaccines to get to Nigeria.
Lonart is now ₦1,700.
This drug started at ₦300 when this man assumed office as president in 2015!",011a942e0a0e8fb2,011a942e0a0e8fb2,Lagos,admin,"Lagos, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[2.7063037, 6.3703877], [2.7063037, 6.6985461], [4.350022, 6.6985461], [4.350022, 6.3703877], [2.7063037, 6.3703877]]]}","[3.711223629931398, 6.534464]"
1937,2022-07-22 06:56:44+00:00,1550374267384119298,"Now that WHO is trying to get malaria vaccine into Africa let make sure we get our child vaccinated, so that we can reduce the number of death due to malaria..Thank you https://t.co/tbJgGPn1sW",01b280860943a2cd,01b280860943a2cd,Ogbomosho,city,"Ogbomosho, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[4.1968998, 8.0931478], [4.1968998, 8.1854839], [4.2818802, 8.1854839], [4.2818802, 8.0931478], [4.1968998, 8.0931478]]]}","[4.234194870960004, 8.139174749999999]"
1936,2022-07-22 08:35:49+00:00,1550399203565871105,"Dear AAs, how has malaria, cold and catarrh been treating you?

Emi mi ti feh laaa",01e272024ddb6128,01e272024ddb6128,Oshogbo,city,"Oshogbo, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[4.473474, 7.7240979], [4.473474, 7.8499733], [4.6143238, 7.8499733], [4.6143238, 7.7240979], [4.473474, 7.7240979]]]}","[4.543037027653439, 7.787027849999999]"
1928,2022-07-22 17:48:37+00:00,1550538319016202243,Down with Malaria :( https://t.co/nsVU7cgUHn,0a64065cf6161000,0a64065cf6161000,Ogudu GRA,poi,Ogudu GRA,Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.384206, 6.573261], [3.384206, 6.573261], [3.384206, 6.573261], [3.384206, 6.573261], [3.384206, 6.573261]]]}","[3.384206, 6.573261]"
1927,2022-07-22 18:31:19+00:00,1550549064726487040,sex with malaria&gt;&gt;&gt;. https://t.co/wesRRejbUl,01eddd9d0dbec2c8,01eddd9d0dbec2c8,Ikeja,city,"Ikeja, Nigeria",Nigeria,"{'type': 'Polygon', 'coordinates': [[[3.198942, 6.4826762], [3.198942, 6.6985461], [3.43719, 6.6985461], [3.43719, 6.4826762], [3.198942, 6.4826762]]]}","[3.309083744459687, 6.5905933]"
